81,後火車站夜市攤集區,新竹市南大路後火車站停車場,24.8017941,120.9734282,
82,體育場假日花市攤集區,新竹市體育場周邊土地,24.799481,120.979054,
83,樹林頭夜市攤集區,新竹市東大路及鐵道路交叉路口,24.8038346,120.9771847
