"統一編號","公司名稱","負責人","公司地址","實收資本額","公司狀態","產製日期"
"27730472","萊茵藍禮品有限公司","","新北市三重區中山路80號","null","解散","2017-11-01 03:32:41.01"
"27733323","源壘國際實業有限公司","","臺北市大安區和平東路３段１２３號２樓","null","廢止","2017-11-01 03:32:41.01"
"27733554","亨一國際有限公司","","臺北市內湖區民權東路6段123巷24號7樓之4","null","解散","2017-11-01 03:32:41.01"
"27734630","蘇澳昂渥有限公司","楊O銘","臺北市中山區民權西路35號5樓","null","核准設立","2017-11-01 03:32:41.01"
"27735103","幾米麗飾企業有限公司","李O瓊","臺北市大同區延平北路3段21號2樓","null","核准設立","2017-11-01 03:32:41.01"
"27735764","協源綠能股份有限公司","林O富","臺北市文山區木新路2段128號5樓","10000000","核准設立","2017-11-01 03:32:41.01"
"27737144","星達康國際事業股份有限公司","莊O壎","臺北市松山區民生東路3段36號9樓之4","11200000","核准設立","2017-11-01 03:32:41.01"
"27737382","開亨國際企業股份有限公司","","臺北市北投區中央北路4段186號1樓","5000000","廢止","2017-11-01 03:32:41.01"
"27737931","虹果數位科技股份有限公司","朱O玲","桃園市蘆竹區五福里五福一路60號2樓","20000000","核准設立","2017-11-01 03:32:41.01"
"27739776","創立媒體整合行銷有限公司","沈O宸","臺北市松山區南京東路3段305號3樓","0","核准設立","2017-11-01 03:32:41.01"
"27742272","博物園國際股份有限公司","周O宏","臺北市大安區忠孝東路4段169號12樓之1","10000000","核准設立","2017-11-01 03:32:41.01"
"27742625","麥斯特有限公司","陳O宏","臺北市南港區八德路4段778號地下(B1)","null","核准設立","2017-11-01 03:32:41.01"
"27742907","安宇洋行有限公司","","臺北市中山區萬全街26號2樓","null","廢止","2017-11-01 03:32:41.01"
"27743125","御田生技股份有限公司","王O乾","新北市中和區捷運路8之1號11樓","12000000","核准設立","2017-11-01 03:32:41.01"
"27744031","蓓爾有限公司","胡O華","臺北市大安區敦化南路2段67、69號14樓","null","核准設立","2017-11-01 03:32:41.01"
"27744623","富承實業開發股份有限公司","黃O淑","宜蘭縣蘇澳鎮永愛路248巷7號1樓","5000000","核准設立","2017-11-01 03:32:41.01"
"27745138","紘宇國際有限公司","","新北市三重區成功路１７１號１０樓","null","解散","2017-11-01 03:32:41.01"
"27746734","晉階數位科技有限公司","","臺北市松山區新中街11之1號","null","廢止","2017-11-01 03:32:41.01"
"27747608","世座建設股份有限公司","陳O昌","臺北市松山區基隆路1段38號11樓","88000000","核准設立","2017-11-01 03:32:41.01"
"27749155","群象室內裝修設計有限公司","曾O偉","臺北市中山區長春路20號3樓","null","核准設立","2017-11-01 03:32:41.01"
"27749388","森怡貿易有限公司","","臺北市文山區興德路５３巷１號","null","解散","2017-11-01 03:32:41.01"
"27749444","聯炤國際行銷股份有限公司","","臺北市大安區敦化南路１段２６１號地下１樓","5000000","解散","2017-11-01 03:32:41.01"
"27751139","怡琳有限公司","鄭O雪","臺北市內湖區東湖路33巷2號","null","核准設立","2017-11-01 03:32:41.01"
"27751150","台灣勞基顧問股份有限公司","羅O祥","臺北市松山區八德路3段230號3樓之1","6000000","核准設立","2017-11-01 03:32:41.01"
"27752897","暴風科技有限公司","楊O軍","臺北市松山區南京東路5段31號10樓","null","核准設立","2017-11-01 03:32:41.01"
"27753122","米澤股份有限公司","林O源","臺北市士林區文林路488號2樓","3000000","核准設立","2017-11-01 03:32:41.01"
"27753538","千岠科技股份有限公司","","臺北市信義區松德路１７１號２樓之１","5000000","解散","2017-11-01 03:32:41.01"
"27754419","府先文創國際有限公司","章O玲","臺北市中正區羅斯福路3段100號1樓之8","0","核准設立","2017-11-01 03:32:41.01"
"27755016","百邑精密工業有限公司","張O禎 ","臺北市大安區忠孝東路4段162號11樓","null","核准設立","2017-11-01 03:32:41.01"
"27756774","加百量有限公司","顏O","臺北市大同區重慶北路3段223巷33號","0","核准設立","2017-11-01 03:32:41.01"
"27757008","中信電子商務有限公司","","臺北市松山區南京東路5段89號3樓","null","解散","2017-11-01 03:32:41.01"
"27758175","禮客股份有限公司","翁O蕙","臺北市大安區忠孝東路4段30號8樓","80000000","核准設立","2017-11-01 03:32:41.01"
"27758506","購得萊廣告行銷股份有限公司","","臺北市中山區松江路１０１號６樓之１","5000000","解散","2017-11-01 03:32:41.01"
"27760355","一零四租借天下資訊有限公司","","臺北市松山區南京東路４段１８６號１１樓之４","null","廢止","2017-11-01 03:32:41.01"
"27760995","豐禾國際開發有限公司","","新北市三重區成功路66號9樓之1","null","解散","2017-11-01 03:32:41.01"
"27762847","青二才室內裝修設計有限公司","陳O妤","新北市泰山區明志路3段182巷55號3樓","null","核准設立","2017-11-01 03:32:41.01"
"27763402","傑異行銷諮詢股份有限公司","","臺北市松山區光復北路９５號６樓","2000000","解散","2017-11-01 03:32:41.01"
"27763711","晴時設計有限公司","吳O穎","臺北市松山區民生東路4段112巷7弄17號","null","核准設立","2017-11-01 03:32:41.01"
"27763867","印康科技有限公司","周O如","臺北市中山區中山北路3段27號7樓之10","null","核准設立","2017-11-01 03:32:41.01"
"27764486","永銘企業有限公司","","新北市新莊區民樂街４９號２樓","null","廢止","2017-11-01 03:32:41.01"
"27764612","威查雅有限公司","","臺北市大同區民生西路２９２號４樓之４","null","廢止","2017-11-01 03:32:41.01"
"27765979","珣淂國際有限公司","","臺北市萬華區中華路２段３９巷２之１號１樓","null","解散","2017-11-01 03:32:41.01"
"27766288","達康購物股份有限公司","鄭O明","臺北市文山區萬和街8號9樓之2","4949860","核准設立","2017-11-01 03:32:41.01"
"27767224","哈特國際創意行銷有限公司","","臺北市中正區信義路１段５號","null","解散","2017-11-01 03:32:41.01"
"27769308","創見企業有限公司","","臺北市大同區南京西路３４８之１號４樓之１","null","廢止","2017-11-01 03:32:41.01"
"27770044","台北國際會館股份有限公司","","臺北市中正區忠孝東路1段138號6樓","1000000","解散","2017-11-01 03:32:41.01"
"27770229","台北世貿會館股份有限公司","","臺北市中正區忠孝東路1段138號6樓","1000000","解散","2017-11-01 03:32:41.01"
"27770781","上右國際有限公司","陳O來","臺北市萬華區康定路18之2號","null","核准設立","2017-11-01 03:32:41.01"
"27771542","學學國際文化創意事業股份有限公司","徐O玲","臺北市內湖區堤頂大道2段207號1、2樓","91956900","核准設立","2017-11-01 03:32:41.01"
"27774267","寬鼎開發股份有限公司","蔡O穎","臺北市信義區和平東路3段207巷8號","5000000","核准設立","2017-11-01 03:32:41.01"
"27776271","嘉德生技股份有限公司","陳O月","新北市三重區仁愛街534號4樓","1000000","核准設立","2017-11-01 03:32:41.01"
"27776758","宥融國際貿易有限公司","賴O祥","臺中市太平區新光里6鄰振福路388號","0","核准設立","2017-11-01 03:32:41.01"
"27776791","核樣企業有限公司","黃O涵","臺中市大里區鐵路街１２巷２２號２樓","null","核准設立","2017-11-01 03:32:41.01"
"27777807","聖易國際有限公司","","宜蘭縣冬山鄉廣興村梅花路４４巷３號１樓","null","解散","2017-11-01 03:32:41.01"
"27784363","麗麗國際有限公司","","臺中市西屯區西屯路２段２６８之１２、１３號１樓　","null","解散","2017-11-01 03:32:41.01"
"27787925","金國泰開發股份有限公司","","臺中市北區金龍街９２號１樓","50000000","廢止","2017-11-01 03:32:41.01"
"27788086","墾丁巡航海洋股份有限公司","蔡O昇","屏東縣恆春鎮大光里大光路79-43號","20000000","核准設立","2017-11-01 03:32:41.01"
"27788396","赤壁科技有限公司","","臺中市西屯區港尾里中康街２２８號１樓","null","廢止","2017-11-01 03:32:41.01"
"27789584","麗澤渡假村股份有限公司","賴O雄","臺中市北區健行路６５６號３樓","2000000","核准設立","2017-11-01 03:32:41.01"
"27789607","明華生技有限公司","王O鈞","新北市新莊區中華路2段19號7樓","null","核准設立","2017-11-01 03:32:41.01"
"27790288","聯合開發有限公司","林O慧","新北市板橋區中山路１段１０２之３號２樓","null","核准設立","2017-11-01 03:32:41.01"
"27804017","和智有限公司","顏O琪","臺中市清水區橋頭里17鄰民有路178號","null","核准設立","2017-11-01 03:32:41.01"
"27805368","媚特力國際股份有限公司","","臺中市南屯區田心里文心路１段１８６號１４樓之５","5000000","廢止","2017-11-01 03:32:41.01"
"27805711","宸達開發有限公司","張O綱","新北市三重區光明路24號1樓","null","核准設立","2017-11-01 03:32:41.01"
"27806319","明方實業有限公司","許O彰","雲林縣北港鎮大同里義民路９９號","0","核准設立","2017-11-01 03:32:41.01"
"27808294","竹鑽企業有限公司","","新竹市成功里勝利路１１０號","null","廢止","2017-11-01 03:32:41.01"
"27810088","辛浦森國際企業有限公司","呂O義","新竹縣竹北市縣政三街136號7樓","null","核准設立","2017-11-01 03:32:41.01"
"27814227","保有商投有限公司","劉O保","澎湖縣馬公市陽明里新生路１１８號３樓","0","核准設立","2017-11-01 03:32:41.01"
"27816766","華綺國際開發有限公司","卞O霖","臺北市中山區新生北路2段96之1號","0","核准設立","2017-11-01 03:32:41.01"
"27820706","台灣香腸食品股份有限公司","李O閎","雲林縣林內鄉九芎村大埔15號1樓","15000000","核准設立","2017-11-01 03:32:41.01"
"27821450","台灣波特百貨有限公司","","新北市板橋區長安街１６６巷１號","null","廢止","2017-11-01 03:32:41.01"
"27822660","全煌科技有限公司","","嘉義市檜村里忠孝路３１４一２號１樓","null","解散","2017-11-01 03:32:41.01"
"27823133","四季生活屋精品百貨有限公司","林O明","彰化縣彰化市彰美路一段78號","0","核准設立","2017-11-01 03:32:41.01"
"27826096","全球聯網股份有限公司","蔡O儒","新北市中和區景平路310號12樓之1","15000000","核准設立","2017-11-01 03:32:41.01"
"27828159","台灣通聯國際行銷顧問有限公司","倪O菁","屏東縣屏東市高豐街40號2樓","null","核准設立","2017-11-01 03:32:41.01"
"27828849","優而麗國際股份有限公司","","屏東縣屏東市永安里棒球路５４號","1000000","解散","2017-11-01 03:32:41.01"
"27829740","盈瑪百貨股份有限公司","劉O賢","新北市蘆洲區長榮路22-1號","5000000","核准設立","2017-11-01 03:32:41.01"
"27830710","威瑪百貨股份有限公司","劉O賢","新北市蘆洲區長榮路8號","157500000","核准設立","2017-11-01 03:32:41.01"
"27831725","綠璟鴻實業有限公司","李O權","臺中市南屯區豐樂里永平路395巷22號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27833667","亞安資訊有限公司","","桃園市中壢區中華路一段760號","0","解散","2017-11-01 03:32:41.01"
"27834526","崧禾食品有限公司","曹O銘","新北市中和區中原里中正路901號11樓","null","核准設立","2017-11-01 03:32:41.01"
"27835665","冠茗有限公司","","新北市汐止區環河街１８４號２樓","null","解散","2017-11-01 03:32:41.01"
"27835834","洋民機械工程有限公司","張O嵐","基隆市中山區和慶里中和路164巷51號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27836587","歐映五號旅館有限公司","曾O凱","臺南市北區海安路三段678號","0","核准設立","2017-11-01 03:32:41.01"
"27838240","尚翔順實業有限公司","葉O城","新北市土城區和城路2段231號之1","0","核准設立","2017-11-01 03:32:41.01"
"27840344","九大模型有限公司","","新北市板橋區自由路９巷２之３號４樓","null","解散","2017-11-01 03:32:41.01"
"27841857","陞泰健康事業有限公司","鍾O勳","新北市中和區中和路366號6樓之5","0","核准設立","2017-11-01 03:32:41.01"
"27842862","光韻科技股份有限公司","詹O鳳","新北市板橋區文化路2段485號15樓","1000000","核准設立","2017-11-01 03:32:41.01"
"27843068","爭廣有限公司","","彰化縣員林市光明里光明街320、322號","null","解散","2017-11-01 03:32:41.01"
"27843855","勝天國際有限公司","","新北市淡水區北新路１８４巷１４２弄１２號","null","廢止","2017-11-01 03:32:41.01"
"27844518","台灣溫爾瑪有限公司","","新北市淡水區中正東路二段27之9號27樓","null","廢止","2017-11-01 03:32:41.01"
"27844947","新秀家居股份有限公司","陳O約","臺中市西屯區市政北一路1號3樓","15000000","核准設立","2017-11-01 03:32:41.01"
"27847682","宇陽國際行銷有限公司","吳O緯","桃園市龜山區文興路146號五樓之1","null","核准設立","2017-11-01 03:32:41.01"
"27848079","瑞奇偉勞基資訊股份有限公司","林O慧","新北市新莊區民安東路132號","5000000","核准設立","2017-11-01 03:32:41.01"
"27851307","太極熊企業股份有限公司","","新北市中和區中正路７１６號２樓之３","1000000","廢止","2017-11-01 03:32:41.01"
"27851756","順益生物科技有限公司","林O霖","苗栗縣頭屋鄉獅潭村獅潭108-3號","0","核准設立","2017-11-01 03:32:41.01"
"27855107","金是金股份有限公司","李O位","宜蘭縣員山鄉永和村永同路3段20號","29000000","核准設立","2017-11-01 03:32:41.01"
"27856366","鴻寶企管顧問有限公司","游O彰","桃園市平鎮區新勢里中豐路112號1樓","null","核准設立","2017-11-01 03:32:41.01"
"27859011","微笑星球親子文化藝術有限公司","陳O新","新北市淡水區中正路22巷1之1號","0","核准設立","2017-11-01 03:32:41.01"
"27859791","里歐燈飾企業有限公司","張O明","新北市蘆洲區長安街46巷5之1號(1樓)","null","核准設立","2017-11-01 03:32:41.01"
"27861038","楓驊精品服飾有限公司","","新北市三重區長壽西街５６號１樓","null","解散","2017-11-01 03:32:41.01"
"27862228","台灣全民惠網路科技股份有限公司","陳O宏","桃園市中壢區高鐵站前西路1段286號2樓之3","65000000","核准設立","2017-11-01 03:32:41.01"
"27862493","日健生活事業股份有限公司","謝O隆","臺中市西區臺灣大道二段218號17樓","6000000","核准設立","2017-11-01 03:32:41.01"
"27864942","亞彤國際有限公司","吳O嫻","宜蘭縣羅東鎮和平路59之1號","null","核准設立","2017-11-01 03:32:41.01"
"27868047","世喬科技有限公司","謝O珍","臺中市大里區仁化里仁堤二街72號1樓","null","核准設立","2017-11-01 03:32:41.01"
"27869762","宏竣國際有限公司","林O珍","新北市板橋區松柏街70巷6號","0","核准設立","2017-11-01 03:32:41.01"
"27880014","葛萊美國際事業股份有限公司","","新北市三重區重新路２段６７號２樓","10000000","解散","2017-11-01 03:32:41.01"
"27880062","遠傳數位行銷有限公司","","新北市板橋區中山路１段１５８巷３１號","null","廢止","2017-11-01 03:32:41.01"
"27884779","匯智事業開發股份有限公司","邱O琪","臺中市西屯區何安里青海路一段147號2樓","380000000","核准設立","2017-11-01 03:32:41.01"
"27887874","元順國際有限公司","李O超","新北市三重區三和路4段390巷28號","null","核准設立","2017-11-01 03:32:41.01"
"27888509","永全國際行銷有限公司","鍾O誠","桃園市中壢區石頭里中和路26號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27890060","茂森國際企業股份有限公司","","彰化縣芳苑鄉博愛村芳漢路王功段５５１號１樓","1500000","解散","2017-11-01 03:32:41.01"
"27890688","歡迎影視傳播股份有限公司","吳O明","臺南市永康區崑山里大灣路796號5樓","50000000","核准設立","2017-11-01 03:32:41.01"
"27891286","華泰百貨有限公司","","新北市中和區景安路７９巷１９弄１２號１樓","null","解散","2017-11-01 03:32:41.01"
"27892258","溢華國際股份有限公司","","臺南市北區公園路７９８號","30000000","廢止","2017-11-01 03:32:41.01"
"27893088","富紳國際實業有限公司","","新北市三重區三民街146巷12弄6號1樓","0","解散","2017-11-01 03:32:41.01"
"27894848","康晽有限公司","","臺北市中正區重慶南路1段57號6樓","null","解散","2017-11-01 03:32:41.01"
"27897079","凱莎利國際有限公司","","宜蘭縣宜蘭市和睦里宜興路１段１號１樓","0","解散","2017-11-01 03:32:41.01"
"27899267","朝慶有限公司","","高雄市小港區宏平路120號","null","解散","2017-11-01 03:32:41.01"
"27899549","海豐食品貿易有限公司","曾O哲","新北市三重區仁政街126號7樓","null","核准設立","2017-11-01 03:32:41.01"
"27901101","耐特數位科技股份有限公司","劉O勛","臺中市西區中興里公益路161號12樓之1","25000000","核准設立","2017-11-01 03:32:41.01"
"27904590","統久開發有限公司","陳O美玉","新北市新莊區新北大道3段7號20樓之1","null","核准設立","2017-11-01 03:32:41.01"
"27904775","源臻國際有限公司","","臺中市西屯區惠來里市政路386號26樓之5","0","廢止","2017-11-01 03:32:41.01"
"27905198","泰迪天地股份有限公司","周O文","新竹市東區復中里中央路245巷68號","5940000","核准設立","2017-11-01 03:32:41.01"
"27905520","浣花草堂飲食文化有限公司","魏O媛","新北市中和區中原里立德街321號","null","核准設立","2017-11-01 03:32:41.01"
"27912085","璽福有限公司","趙O蕙","臺北市萬華區東園街73巷44號3樓","0","核准設立","2017-11-01 03:32:41.01"
"27914746","勝天科技百貨網有限公司","","臺中市北屯區松竹里崇德路２段３０１–２號１樓","null","廢止","2017-11-01 03:32:41.01"
"27915560","元奐股份有限公司","","新北市板橋區中山路2段553巷8之1號","500000","解散","2017-11-01 03:32:41.01"
"27916478","台灣水科技有限公司","簡O珊","臺中市大里區新里里德芳路二段67號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27917912","研遠工業有限公司","","新北市板橋區新生街８７巷２８號","null","解散","2017-11-01 03:32:41.01"
"27919616","元弘興有限公司","","臺北市中山區長春路１３３號１樓","null","解散","2017-11-01 03:32:41.01"
"27919691","亞伯拉罕科技股份有限公司","曾O瑩","彰化縣埔心鄉仁里村永坡路１段４８號","1000000","核准設立","2017-11-01 03:32:41.01"
"27920819","鮮多蜜食品股份有限公司","","高雄市仁武區鳳仁路1之17號","2000000","廢止","2017-11-01 03:32:41.01"
"27921541","水頭屋開發有限公司","羅O祥","新竹縣竹東鎮東寧里東寧路1段39號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27946233","遠雄巨蛋事業股份有限公司","趙O雄","臺北市信義區松高路1號22樓","14925000000","核准設立","2017-11-01 03:32:41.01"
"27952966","誠品生活股份有限公司","吳O潔","臺北市信義區松德路204號B1","473896500","核准設立","2017-11-01 03:32:41.01"
"27953487","大推案科技股份有限公司","","臺北市中正區汀州路1段184號1樓","1000000","解散","2017-11-01 03:32:41.01"
"27953825","玖柔國際事業有限公司","","臺北市松山區民權東路3段116號3樓","null","廢止","2017-11-01 03:32:41.01"
"27954726","台北國際商務中心股份有限公司","","臺北市中正區忠孝東路1段138號6樓","1000000","解散","2017-11-01 03:32:41.01"
"27955083","台北經貿會館股份有限公司","","臺北市中正區忠孝東路1段138號6樓","1000000","解散","2017-11-01 03:32:41.01"
"27955719","麗基股份有限公司","葉O非","新北市中和區建八路2號12樓之8","10000000","核准設立","2017-11-01 03:32:41.01"
"27958791","翊暉國際有限公司","黃O年","臺北市內湖區東湖路113巷70弄3之1號地下","0","核准設立","2017-11-01 03:32:41.01"
"27959623","旺財創意有限公司","","新北市三芝區中山路1 段9巷26弄25號2樓","null","解散","2017-11-01 03:32:41.01"
"27962492","日兆實業股份有限公司","","臺北市內湖區新明路371之7號1樓","4000000","解散","2017-11-01 03:32:41.01"
"27965414","奈優米有限公司","","臺北市信義區松隆路１２５號８樓之７","null","解散","2017-11-01 03:32:41.01"
"27965836","強生世紀生化科技股份有限公司","","桃園市龍潭區三坑里永昌路54號8樓","5000000","廢止","2017-11-01 03:32:41.01"
"27965998","維客優國際有限公司","史O琪","臺北市松山區延吉街30巷5號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27966429","明文興業有限公司","","臺北市中正區漢口街１段１３２號５樓之２","null","解散","2017-11-01 03:32:41.01"
"27967320","志偉開發股份有限公司","黃O珍","臺北市信義區基隆路1段176號14樓","50000000","核准設立","2017-11-01 03:32:41.01"
"27967742","元遠有限公司","錢O智","臺北市中山區長春路133號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27968411","艾瑞可有限公司","蔡O芳","臺北市大同區承德路1段57巷6號","0","核准設立","2017-11-01 03:32:41.01"
"27968453","莎黛寶緹國際有限公司","","新北市新店區民權路42之1號5樓","null","解散","2017-11-01 03:32:41.01"
"27969679","優价企業有限公司","林O宜","臺北市中山區松江路43號8樓之6","null","核准設立","2017-11-01 03:32:41.01"
"27970198","沛榮企業有限公司","","新北市三重區培德里9鄰後竹圍街294號1樓","null","廢止","2017-11-01 03:32:41.01"
"27972885","環宇世宬股份有限公司","余O霖","臺北市中山區復興北路344號12樓","300000000","核准設立","2017-11-01 03:32:41.01"
"27973147","恆秀有限公司","","臺北市大安區仁愛路３段１０２號１樓","null","廢止","2017-11-01 03:32:41.01"
"27973505","知林國際開發股份有限公司","葉O綺","桃園市龜山區大華里文化五路141號","20000000","核准設立","2017-11-01 03:32:41.01"
"27974862","麗晶國際企業股份有限公司","","臺北市中山區民權東路３段３７號１４樓","10000000","解散","2017-11-01 03:32:41.01"
"27975996","全球皇家股份有限公司","","臺北市中山區復興北路１６４號４樓","10000000","廢止","2017-11-01 03:32:41.01"
"27977299","達奇國際行銷有限公司","林O奇","臺北市松山區南京東路5段356號4樓之1","0","核准設立","2017-11-01 03:32:41.01"
"27977349","沐光育樂有限公司","林O智","臺北市松山區松河街212號1樓","null","核准設立","2017-11-01 03:32:41.01"
"27978327","展典有限公司","黃O會","臺北市內湖區民權東路6段180巷6號10樓之7","0","核准設立","2017-11-01 03:32:41.01"
"27978564","利捷國際有限公司","","臺北市大安區忠孝東路４段３２９號５樓之１","null","廢止","2017-11-01 03:32:41.01"
"27979260","意法電通有限公司","","臺北市信義區忠孝東路5段1之5號8樓","null","解散","2017-11-01 03:32:41.01"
"27980652","太和環保有限公司","邱O柏諭","臺北市中正區重慶南路1段57號8樓之14","0","核准設立","2017-11-01 03:32:41.01"
"27980766","網骨科技娛樂股份有限公司","","臺北市內湖區基湖路３９號４樓","1000000","解散","2017-11-01 03:32:41.01"
"27980800","健富國際實業股份有限公司","郭O鳳","臺北市信義區信義路5段5號","5000000","核准設立","2017-11-01 03:32:41.01"
"27981408","百郁興業有限公司","","臺北市信義區基隆路２段７７號４樓之１","null","解散","2017-11-01 03:32:41.01"
"27981630","台灣生命密碼股份有限公司","李O富","臺北市中山區民權西路48號7樓之1","10000000","核准設立","2017-11-01 03:32:41.01"
"27982005","承洋資訊有限公司","鄭O豪","新北市新莊區中華路1段100號2樓","0","核准設立","2017-11-01 03:32:41.01"
"27982027","至謝餐廳有限公司","","臺北市士林區至善路２段３３號１樓","null","解散","2017-11-01 03:32:41.01"
"27982722","住友國際股份有限公司","","新北市板橋區三民路2段37號22樓之1","10000000","解散","2017-11-01 03:32:41.01"
"27982954","杰禹企業有限公司","葉O樺","臺北市大同區南京西路163之20號1樓","null","核准設立","2017-11-01 03:32:41.01"
"27983200","聖德國際生物科技有限公司","","臺北市大安區忠孝東路４段１７８之１號８樓","null","解散","2017-11-01 03:32:41.01"
"27983308","喬昱設計股份有限公司","鄭O欣","臺北市大安區安和路1段90巷1號","36000000","核准設立","2017-11-01 03:32:41.01"
"27983341","杏醫生醫股份有限公司","陳O芳","新北市林口區南勢街252號(1樓)","20000000","核准設立","2017-11-01 03:32:41.01"
"27983503","百世多麗股份有限公司","陳O銘","澎湖縣馬公市東文里新店路420號","450000000","核准設立","2017-11-01 03:32:41.01"
"27983790","米淇有限公司","莊O明","臺北市中山區中山北路2段26巷16號1樓","0","核准設立","2017-11-01 03:32:41.01"
"27985376","亞洲樂活網有限公司","","臺北市信義區松山路421號3樓之2","null","廢止","2017-11-01 03:32:41.01"
"27986760","行動生活股份有限公司","","臺北市松山區敦化北路222巷3號1樓","1000000","解散","2017-11-01 03:32:41.01"
"27987254","天狼星數位科技股份有限公司","","新北市三重區重陽路4段132號11樓","1000000","解散","2017-11-01 03:32:41.01"
"27987944","凰朝股份有限公司","張O倫","臺北市大安區敦化南路1段161巷45-1號","10000000","核准設立","2017-11-01 03:32:41.01"
"27989400","瑞曲國際行銷有限公司","劉O興","臺北市信義區忠孝東路4段559巷1號5樓","0","核准設立","2017-11-01 03:32:41.01"
"27989577","鈺容生技有限公司","","臺北市中正區延平南路７０號９樓之４","null","廢止","2017-11-01 03:32:41.01"
"27990336","瑞旭科技股份有限公司","吳O發","新北市中和區連城路268號17樓","95000000","核准設立","2017-11-01 03:32:41.01"
"27990650","真安科技股份有限公司","","臺北市中山區明水路602號5樓","3000000","廢止","2017-11-01 03:32:41.01"
"27991187","愛加倍國際有限公司","","臺北市松山區敦化南路１段３號９樓","null","解散","2017-11-01 03:32:41.01"
"27992025","饗宴企業有限公司","","臺北市北投區大興街６５號１樓","null","解散","2017-11-01 03:32:41.01"
"27994305","茲古企業有限公司","","臺北市大同區涼州街1之11號","null","廢止","2017-11-01 03:32:41.01"
"27994419","拓宇興業股份有限公司","陳O輝","臺北市內湖區瑞光路66巷25號1樓","10000000","核准設立","2017-11-01 03:32:41.01"
"27994733","知識家營創顧問有限公司","","臺北市信義區基隆路１段１７６號５樓","null","解散","2017-11-01 03:32:41.01"
"27995634","東石名物股份有限公司","","臺北市松山區光復南路６６巷２８號１樓","5000000","解散","2017-11-01 03:32:41.01"
"27997226","古得威爾國際股份有限公司","","臺北市中正區汀州路2段255巷3號1樓","2000000","解散","2017-11-01 03:32:41.01"
"27997990","彩智國際事業股份有限公司","陳O安","臺北市中正區忠孝西路1段50號21樓之26","5000000","核准設立","2017-11-01 03:32:41.01"
"27998225","百富國際股份有限公司","傅O連","臺北市大安區信義路2段186號2樓","20000000","核准設立","2017-11-01 03:32:41.01"
"27999569","風雲國際行銷有限公司","","新北市永和區永利路108號1樓","null","解散","2017-11-01 03:32:41.01"
"27999646","統一百華股份有限公司","高O玲","臺北市信義區忠孝東路5段8號","400000000","核准設立","2017-11-01 03:32:41.01"
"28000699","萬鴻國際行銷股份有限公司","","臺北市中山區建國北路２段１１２號３樓","5000000","解散","2017-11-01 03:32:41.01"
"28000889","可口智造有限公司","王O偉","臺北市信義區永吉路127巷11弄4號2樓","null","核准設立","2017-11-01 03:32:41.01"
"28001120","草雨甜文創實業有限公司","張O齡","臺北市信義區吳興街364巷24號2樓","0","核准設立","2017-11-01 03:32:41.01"
"28001368","太平洋商務會館股份有限公司","","臺北市中正區忠孝東路1段138號6樓","1000000","解散","2017-11-01 03:32:41.01"
"28001803","加薪主義有限公司","","臺北市中正區重慶南路１段５７號８樓之１４","null","解散","2017-11-01 03:32:41.01"
"28003324","發發國際服飾有限公司","","臺北市大安區和平東路２段１００號１１樓","null","解散","2017-11-01 03:32:41.01"
"28003345","廣智皓有限公司","曾O智","臺北市大安區復興南路1段219巷20號1樓","0","核准設立","2017-11-01 03:32:41.01"
"28003871","鴻昇資產管理股份有限公司","翁O清","臺北市大安區安和路1段90巷1號","10000000","核准設立","2017-11-01 03:32:41.01"
"28004745","葳華國際股份有限公司","李O昌","臺北市松山區敦化北路201之24號6樓","20000000","核准設立","2017-11-01 03:32:41.01"
"28006574","奈堤數位行銷有限公司","蔡O惠","新北市淡水區八勢路1段174號","null","核准設立","2017-11-01 03:32:41.01"
"28007948","明志企業股份有限公司","劉O鑫","臺北市松山區南京東路5段56號6樓","284550180","核准設立","2017-11-01 03:32:41.01"
"28010562","微學館文化事業有限公司","蔡O雄","桃園市龜山區文化里文化二路46號5樓之1","0","核准設立，但已命令解散","2017-11-01 03:32:41.01"
"28011513","仲勁開發有限公司","","臺北市松山區八德路２段４００號７樓","null","解散","2017-11-01 03:32:41.01"
"28011957","優像數位媒體科技股份有限公司","何O鵬","臺北市中山區民生東路2段149號3樓","44136440","核准設立","2017-11-01 03:32:41.01"
"28013435","廣寶環保科技實業有限公司","游O晴","新北市板橋區民權路202巷7弄23之4號","null","核准設立","2017-11-01 03:32:41.01"
"28013688","昱輝興業有限公司","許O瀅","臺中市太平區大興十九街６巷４２號１樓","null","核准設立","2017-11-01 03:32:41.01"
"28013890","熊亞科技有限公司","","高雄市鳥松區烏松里松埔北巷11之221號7樓","null","廢止","2017-11-01 03:32:41.01"
"28015291","健伯有限公司","","嘉義市東區頂庄里嘉北街６６巷１４號１樓","null","廢止","2017-11-01 03:32:41.01"
"28021553","森茂豐股份有限公司","林O茹","新北市三峽區大智路45號4樓","20000000","核准設立","2017-11-01 03:32:41.01"
"28022687","勇酪多食品有限公司","","高雄市仁武區鳳仁路1之17號","null","廢止","2017-11-01 03:32:41.01"
